study_id,match,paper_count,doi,first_author,surname,authors,title,abstract,journal,year,month,volume,issue,pages,inclusion,which_check,uni_name,ab_uni_name,working_group_name,uni_working_group,qualification,working_group_number,Number_person_in_working_group,nr_researchers,group_paper_count,publication_strength,quartile,links,federal_state,state_uni,form,Ansprache,Countercheck_Website,Countercheck_Category,Countercheck_Kommentar,Countercheck_ls_or_jd,Countercheck_inclusion,Countercheck_which_check,notes_covidence,covidence_support_binary,covidence_support
1132,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,17,21,21,54,2.571428571,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1133,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,85,1,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1134,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,83,9,11,22,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1135,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,69,13,15,26,1.733333333,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1136,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,2,8,10,17,1.7,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1137,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,28,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1138,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,22,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1139,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,47,4,9,18,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1140,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,19,1,5,13,2.6,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
1141,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,75,1,9,11,1.222222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1142,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,36,17,32,57,1.78125,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1143,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,33,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
1144,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,2,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1145,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,5,1,30,35,1.166666667,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1146,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,1,19,25,34,1.36,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1147,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,18,1,4,6,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1148,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,36,29,32,57,1.78125,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1149,anonymized,37,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,1,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
1150,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,7,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1151,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,21,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1152,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,24,13,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1153,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,89,1,7,10,1.428571429,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1154,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,59,1,17,18,1.058823529,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1155,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,5,20,30,35,1.166666667,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1156,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,1,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1157,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,95,1,18,22,1.222222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1158,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,3,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1159,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,12,3,13,15,1.153846154,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1160,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,67,5,11,39,3.545454545,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1161,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,4,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1162,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,1,19,25,34,1.36,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1163,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,2,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1164,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,2,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1165,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,7,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1166,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,21,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1167,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,5,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1168,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,53,1,2,8,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1169,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,85,10,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1170,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,85,10,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1171,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,1,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1172,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,59,1,17,18,1.058823529,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1173,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,17,20,21,54,2.571428571,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1174,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,13,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1175,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,16,3,8,23,2.875,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1176,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,44,4,17,36,2.117647059,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1177,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,51,3,16,24,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1178,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,93,2,3,10,3.333333333,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1179,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,4,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1180,anonymized,14,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,43,1,3,15,5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1181,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,98,13,15,30,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1182,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,6,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
1183,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,2,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1184,anonymized,14,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,54,19,24,67,2.791666667,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1185,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,3,6,12,17,1.416666667,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
1186,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,88,1,11,25,2.272727273,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1187,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,68,4,12,27,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1188,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,49,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1189,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,41,6,11,28,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1190,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,41,10,11,28,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
1191,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,5,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1192,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,71,1,10,25,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1193,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,10,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1194,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,77,1,1,7,7,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1195,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,31,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1196,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,90,1,8,10,1.25,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
1197,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,15,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1198,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,80,3,7,14,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1199,anonymized,13,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,41,3,11,28,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1200,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,68,1,12,27,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1201,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,1,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1202,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,1,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1203,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,1,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1204,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,41,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
1205,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,1,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1206,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,97,4,7,12,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1207,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,71,2,10,25,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1208,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,6,1,1,7,7,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1209,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,13,6,9,35,3.888888889,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1210,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,5,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1211,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,47,4,9,18,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
1212,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,24,11,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
1213,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,6,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
